Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spent,Total_Purchases,Online_Ratio,Store_Ratio,Customer_Tenure_Days,Total_Accepted_Campaigns,Campaign_Response_Flag,Cluster_KMeans,Conversion_Level
Graduation,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,1,99,9,0.4,0.3,4374.0,0,0,0,Baixa Conversão
Graduation,Together,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,1,215,12,0.38461538461538464,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,63,1,929,31,0.3125,0.40625,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,51,1,219,12,0.38461538461538464,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,48,2,174,12,0.23076923076923078,0.38461538461538464,4283.0,0,0,0,Baixa Conversão
Graduation,Together,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,47,2,92,9,0.3,0.3,4676.0,0,0,0,Baixa Conversão
PhD,Married,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,55,0,1052,25,0.4230769230769231,0.5,4344.0,0,0,1,Alta Conversão
Graduation,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,1,275,14,0.3333333333333333,0.4,4413.766375545852,1,1,0,Baixa Conversão
2n Cycle,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,1,587,16,0.6470588235294118,0.17647058823529413,4894.0,0,0,1,Alta Conversão
PhD,Divorced,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,1,1662,33,0.38235294117647056,0.2647058823529412,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,1,159,11,0.3333333333333333,0.3333333333333333,4290.0,0,0,0,Baixa Conversão
Master,Widow,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,0,1024,18,0.6842105263157895,0.21052631578947367,4531.0,3,1,2,Média Conversão
Master,Divorced,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,1,35,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,0,1042,15,0.5,0.375,4413.766375545852,0,0,1,Alta Conversão
Master,Together,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,2,395,19,0.4,0.3,4403.0,0,0,1,Alta Conversão
PhD,Married,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,0,557,23,0.6666666666666666,0.25,4618.0,3,1,2,Média Conversão
PhD,Married,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,62,2,9,15,0.0,0.0,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,35,0,69,6,0.2857142857142857,0.42857142857142855,4377.0,0,0,0,Baixa Conversão
PhD,Married,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,59,1,486,18,0.47368421052631576,0.3157894736842105,3926.0,0,0,1,Alta Conversão
Graduation,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,37,1,34,6,0.14285714285714285,0.42857142857142855,4198.0,0,0,0,Baixa Conversão
2n Cycle,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,30,0,1365,28,0.5172413793103449,0.41379310344827586,4413.766375545852,2,1,2,Média Conversão
Graduation,Together,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,50,1,13,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,47,0,1401,21,0.45454545454545453,0.45454545454545453,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,64,0,1574,14,0.6,0.26666666666666666,4291.0,0,0,1,Alta Conversão
PhD,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41,0,1323,20,0.5714285714285714,0.3333333333333333,4314.0,0,0,1,Alta Conversão
Master,Divorced,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,54,1,1217,32,0.5454545454545454,0.30303030303030304,4254.0,2,1,2,Média Conversão
Master,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,74,3,103,7,0.25,0.5,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,49,0,84,7,0.25,0.5,4499.0,0,0,0,Baixa Conversão
PhD,Married,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,53,0,1536,23,0.4166666666666667,0.5,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,40,1,581,18,0.47368421052631576,0.3684210526315789,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,59,1,928,14,0.5333333333333333,0.3333333333333333,4769.0,0,0,1,Alta Conversão
2n Cycle,Divorced,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,50,0,14,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,1,424,15,0.375,0.5,4407.0,0,0,1,Alta Conversão
Graduation,Married,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,54,1,960,14,0.6,0.26666666666666666,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,0,1555,20,0.5714285714285714,0.3333333333333333,4707.0,1,1,2,Média Conversão
Graduation,Widow,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,52,2,656,29,0.36666666666666664,0.23333333333333334,4770.0,1,1,2,Média Conversão
Master,Together,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,57,2,55,9,0.3,0.3,4436.0,0,0,0,Baixa Conversão
Graduation,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,41,1,20,5,0.16666666666666666,0.5,3922.0,0,0,0,Baixa Conversão
Master,Together,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54,1,367,17,0.5,0.2222222222222222,4952.0,0,0,0,Baixa Conversão
2n Cycle,Together,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,48,0,2257,22,0.6521739130434783,0.2608695652173913,3955.0,3,1,2,Média Conversão
PhD,Divorced,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,58,1,42,7,0.25,0.375,4228.0,0,0,0,Baixa Conversão
Graduation,Divorced,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,61,1,1049,26,0.48148148148148145,0.4074074074074074,4256.0,0,0,1,Alta Conversão
Graduation,Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,53,2,48,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,77,1,685,25,0.3076923076923077,0.4230769230769231,4564.0,0,0,1,Alta Conversão
Graduation,Divorced,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,73,1,39,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,38,0,43,5,0.16666666666666666,0.5,4048.0,0,0,0,Baixa Conversão
Master,Widow,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,66,0,835,21,0.45454545454545453,0.36363636363636365,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,67,0,1515,20,0.47619047619047616,0.42857142857142855,4413.766375545852,1,1,2,Média Conversão
PhD,Together,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,74,1,1039,26,0.5185185185185185,0.37037037037037035,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,50,1,1596,26,0.37037037037037035,0.48148148148148145,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41,0,1828,18,0.6842105263157895,0.21052631578947367,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,56,1,34,6,0.2857142857142857,0.2857142857142857,4413.766375545852,1,1,0,Baixa Conversão
PhD,Divorced,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,57,1,149,10,0.36363636363636365,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,56,1,946,23,0.4583333333333333,0.4583333333333333,4413.766375545852,1,1,2,Média Conversão
PhD,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,0,28,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,1,450,17,0.4444444444444444,0.3888888888888889,4891.0,0,0,0,Baixa Conversão
PhD,Married,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,2,46,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Divorced,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,0,1702,16,0.5882352941176471,0.29411764705882354,4404.0,1,1,2,Média Conversão
Graduation,Together,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,2,820,25,0.5384615384615384,0.2692307692307692,4344.0,0,0,1,Alta Conversão
Graduation,Married,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,1,382,15,0.5625,0.25,4413.766375545852,1,1,2,Média Conversão
PhD,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,0,2126,20,0.6666666666666666,0.23809523809523808,4413.766375545852,0,0,1,Alta Conversão
Master,Together,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,0,2069,20,0.5238095238095238,0.38095238095238093,4195.0,3,1,2,Média Conversão
Graduation,Married,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,1,72,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,1,732,28,0.4827586206896552,0.20689655172413793,4166.0,2,1,2,Média Conversão
Graduation,Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,0,801,11,0.4166666666666667,0.4166666666666667,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,1,236,12,0.3076923076923077,0.46153846153846156,4413.766375545852,0,0,0,Baixa Conversão
Basic,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,1,80,5,0.3333333333333333,0.3333333333333333,4709.0,1,1,0,Baixa Conversão
PhD,Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,0,1685,15,0.625,0.25,4413.766375545852,1,1,2,Média Conversão
PhD,Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,0,277,27,0.9642857142857143,0.0,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,1,507,18,0.42105263157894735,0.42105263157894735,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,2,68,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,0,49,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,0,397,15,0.5,0.375,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,1,39,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,1,306,14,0.26666666666666666,0.5333333333333333,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,71,0,976,14,0.4666666666666667,0.4,4287.0,0,0,1,Alta Conversão
PhD,Married,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,54,1,1028,28,0.5862068965517241,0.2413793103448276,4436.0,0,0,1,Alta Conversão
Graduation,Together,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,39,1,70,7,0.375,0.375,4109.0,0,0,0,Baixa Conversão
Graduation,Married,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,66,0,46,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,45,1,51,5,0.3333333333333333,0.3333333333333333,4413.766375545852,1,1,0,Baixa Conversão
2n Cycle,Together,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,65,0,1263,21,0.36363636363636365,0.5909090909090909,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,55,1,1490,22,0.6521739130434783,0.21739130434782608,4677.0,1,1,2,Média Conversão
Master,Together,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,54,0,1564,24,0.4,0.52,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,58,1,1815,18,0.5263157894736842,0.2631578947368421,4413.766375545852,2,1,2,Média Conversão
PhD,Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,62,1,1198,31,0.46875,0.3125,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,57,1,416,23,0.3333333333333333,0.3333333333333333,4413.766375545852,2,1,2,Média Conversão
Graduation,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,35,0,85,6,0.14285714285714285,0.5714285714285714,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,44,1,47,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,49,0,137,8,0.3333333333333333,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,60,2,21,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Single,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,48,1,70,6,0.14285714285714285,0.5714285714285714,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,53,1,909,22,0.34782608695652173,0.5217391304347826,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,69,0,1676,22,0.6956521739130435,0.2608695652173913,4413.766375545852,4,1,2,Média Conversão
Master,Single,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,82,0,1735,26,0.4444444444444444,0.48148148148148145,4586.0,1,1,2,Média Conversão
Graduation,Single,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,66,2,1191,30,0.5161290322580645,0.3548387096774194,4383.0,0,0,1,Alta Conversão
Master,Married,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,48,1,24,5,0.16666666666666666,0.5,4467.0,0,0,0,Baixa Conversão
PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,56,1,1182,20,0.2857142857142857,0.5238095238095238,4413.766375545852,2,1,2,Média Conversão
Graduation,Married,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,55,0,1280,14,0.4,0.4666666666666667,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,68,0,1336,19,0.6,0.3,4413.766375545852,0,0,1,Alta Conversão
Master,Married,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,60,2,749,24,0.48,0.28,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,51,2,91,7,0.25,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,78,1,414,15,0.375,0.4375,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,43,1,44,9,0.3,0.3,4049.0,0,0,0,Baixa Conversão
Master,Married,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,57,2,63,8,0.4444444444444444,0.2222222222222222,4227.0,0,0,0,Baixa Conversão
Graduation,Married,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,74,1,901,23,0.5,0.375,4380.0,0,0,1,Alta Conversão
2n Cycle,Together,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,50,2,38,6,0.14285714285714285,0.42857142857142855,4801.0,0,0,0,Baixa Conversão
PhD,Single,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,69,1,455,20,0.2857142857142857,0.42857142857142855,4320.0,0,0,1,Alta Conversão
PhD,Widow,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,76,1,775,24,0.52,0.32,4413.766375545852,0,0,1,Alta Conversão
Master,Married,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,66,1,15,4,0.0,0.6,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,52,1,38,6,0.14285714285714285,0.5714285714285714,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,41,0,1512,22,0.6956521739130435,0.21739130434782608,4078.0,3,1,2,Média Conversão
Graduation,Together,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,75,1,43,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,48,1,42,5,0.16666666666666666,0.5,4772.0,0,0,0,Baixa Conversão
Graduation,Married,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,41,0,1089,23,0.4166666666666667,0.5,4413.766375545852,0,0,1,Alta Conversão
Master,Married,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,49,1,162,9,0.4,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Widow,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,74,0,1272,19,0.35,0.5,4443.0,0,0,1,Alta Conversão
Graduation,Married,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,43,0,1173,20,0.5238095238095238,0.3333333333333333,4920.0,0,0,1,Alta Conversão
Master,Married,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,51,1,816,22,0.4782608695652174,0.43478260869565216,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,57,2,74,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,71,1,134,9,0.3,0.4,4260.0,0,0,0,Baixa Conversão
PhD,Single,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,85,0,157,9,0.4,0.4,4377.0,0,0,0,Baixa Conversão
Graduation,Married,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,49,1,561,18,0.3157894736842105,0.5263157894736842,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,74,0,1336,19,0.4,0.5,3892.0,0,0,1,Alta Conversão
PhD,Together,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,49,0,2092,23,0.5833333333333334,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,61,0,463,16,0.35294117647058826,0.5294117647058824,4413.766375545852,0,0,1,Alta Conversão
PhD,Widow,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,75,0,1130,17,0.5,0.3888888888888889,4167.0,0,0,1,Alta Conversão
Graduation,Together,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,49,1,20,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,69,1,377,18,0.42105263157894735,0.2631578947368421,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Single,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,35,0,1544,28,0.5862068965517241,0.3448275862068966,4413.766375545852,1,1,2,Média Conversão
PhD,Widow,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,75,2,138,10,0.2727272727272727,0.36363636363636365,4045.0,0,0,0,Baixa Conversão
Master,Married,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,60,1,1012,26,0.48148148148148145,0.37037037037037035,4530.0,0,0,1,Alta Conversão
PhD,Widow,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,63,0,1766,15,0.5,0.375,4346.0,3,1,2,Média Conversão
Graduation,Married,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,47,2,45,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,73,2,161,10,0.36363636363636365,0.2727272727272727,4440.0,0,0,0,Baixa Conversão
Graduation,Divorced,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,59,1,144,8,0.3333333333333333,0.4444444444444444,4110.0,0,0,0,Baixa Conversão
Graduation,Together,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,78,0,1734,26,0.48148148148148145,0.4444444444444444,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,53,1,823,22,0.43478260869565216,0.43478260869565216,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,62,1,1138,28,0.4827586206896552,0.41379310344827586,4413.766375545852,0,0,1,Alta Conversão
Graduation,Widow,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,76,0,1429,21,0.5909090909090909,0.3181818181818182,4413.766375545852,1,1,2,Média Conversão
Master,Together,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,47,0,1371,21,0.4090909090909091,0.5,4413.766375545852,2,1,2,Média Conversão
Graduation,Divorced,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,59,1,982,16,0.5294117647058824,0.29411764705882354,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,42,1,44,5,0.16666666666666666,0.5,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Together,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,2,318,17,0.3888888888888889,0.2777777777777778,4595.0,0,0,0,Baixa Conversão
Graduation,Married,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,50,1,434,16,0.5294117647058824,0.29411764705882354,4411.0,0,0,0,Baixa Conversão
2n Cycle,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,2,198,12,0.3076923076923077,0.38461538461538464,4404.0,0,0,0,Baixa Conversão
